,date,pm25,pm10,o3,no2,so2,co,Lat,Long,City,District,Country,DATE
3399,2015/1/4,64,64,3,57,12,17,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-01-04
3400,2015/1/4,0,47,0,38,14,14,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-01-04
3401,2015/1/4,73,61,9,59,14,11,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-01-04
3402,2015/1/4,0,45,0,57,6,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-01-04
3403,2015/1/5,3,56,0,11,6,6,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-01-05
3404,2015/1/5,5,52,0,52,6,13,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-01-05
3405,2015/1/5,117,33,25,17,9,4,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-01-05
3406,2015/1/5,5,67,0,40,13,14,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-01-05
3407,2015/1/5,8,55,0,45,8,16,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-01-05
3408,2015/1/5,5,61,0,26,10,14,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-01-05
3409,2015/1/5,91,36,16,21,9,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-01-05
3410,2015/1/5,3,57,0,10,6,5,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-01-05
3411,2015/1/5,3,67,0,19,3,8,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-01-05
3412,2015/1/6,0,40,0,6,4,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-01-06
3413,2015/1/6,0,25,0,24,5,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-01-06
3414,2015/1/6,0,46,0,4,4,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-01-06
3415,2015/1/6,0,51,0,21,2,5,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-01-06
3416,2015/1/6,0,38,0,14,8,8,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-01-06
3417,2015/1/6,61,29,21,41,17,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-01-06
3418,2015/1/6,0,38,0,15,8,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-01-06
3419,2015/1/6,0,25,0,27,5,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-01-06
3420,2015/1/6,45,30,14,49,26,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-01-06
3421,2015/1/7,167,44,0,49,22,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-01-07
3422,2015/1/7,104,25,0,49,16,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-01-07
3423,2015/1/7,107,23,0,49,21,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-01-07
3424,2015/1/7,153,33,0,52,23,8,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-01-07
3425,2015/1/7,87,22,0,51,5,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-01-07
3426,2015/1/7,112,41,0,42,11,1,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-01-07
3427,2015/1/7,47,37,9,57,37,42,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-01-07
3428,2015/1/7,152,37,0,45,14,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-01-07
3429,2015/1/7,42,44,14,55,33,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-01-07
3430,2015/1/8,73,46,12,52,11,8,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-01-08
3431,2015/1/8,98,30,32,29,37,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-01-08
3432,2015/1/8,143,50,14,53,40,9,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-01-08
3433,2015/1/8,153,51,16,42,36,5,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-01-08
3434,2015/1/8,141,47,16,47,36,9,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-01-08
3435,2015/1/8,88,29,15,48,36,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-01-08
3436,2015/1/8,114,34,30,39,40,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-01-08
3437,2015/1/8,63,45,5,52,11,11,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-01-08
3438,2015/1/8,98,30,10,45,34,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-01-08
3439,2015/1/9,79,34,15,41,12,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-01-09
3440,2015/1/9,0,34,18,38,6,8,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-01-09
3441,2015/1/9,0,40,32,9,8,4,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-01-09
3442,2015/1/9,0,53,24,23,4,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-01-09
3443,2015/1/9,69,38,11,38,11,10,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-01-09
3444,2015/1/9,0,53,17,41,11,13,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-01-09
3445,2015/1/9,0,31,35,12,2,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-01-09
3446,2015/1/9,0,48,20,55,9,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-01-09
3447,2015/1/9,0,54,18,55,15,13,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-01-09
3448,2015/10/1,0,22,20,7,1,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-01
3449,2015/10/1,38,27,31,7,4,8,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-01
3450,2015/10/1,0,25,33,2,0,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-01
3451,2015/10/1,0,20,12,18,3,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-01
3452,2015/10/1,0,10,18,7,1,2,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-01
3453,2015/10/1,22,23,29,18,7,2,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-01
3454,2015/10/1,46,30,25,17,5,4,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-01
3455,2015/10/1,0,7,42,3,0,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-01
3456,2015/10/10,0,0,22,15,5,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-10
3457,2015/10/10,0,35,17,6,0,5,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-10
3458,2015/10/10,49,0,17,11,3,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-10
3459,2015/10/10,35,15,22,18,7,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-10
3460,2015/10/10,0,25,15,8,1,2,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-10
3461,2015/10/10,58,21,14,18,4,4,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-10
3462,2015/10/10,0,10,21,5,0,5,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-10
3463,2015/10/10,0,37,32,1,0,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-10
3464,2015/10/11,52,0,23,13,3,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-11
3465,2015/10/11,0,0,24,15,4,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-11
3466,2015/10/11,33,14,25,15,7,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-11
3467,2015/10/11,0,12,21,5,0,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-11
3468,2015/10/11,0,13,17,11,0,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-11
3469,2015/10/11,0,31,36,0,0,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-11
3470,2015/10/11,53,22,6,18,3,4,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-11
3471,2015/10/11,0,21,24,8,0,1,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-11
3472,2015/10/12,29,23,29,28,8,4,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-12
3473,2015/10/12,47,0,33,17,6,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-12
3474,2015/10/12,0,0,26,25,6,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-12
3475,2015/10/12,54,29,7,32,7,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-12
3476,2015/10/12,0,22,36,10,2,2,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-12
3477,2015/10/12,0,30,50,2,2,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-12
3478,2015/10/12,0,11,19,12,2,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-12
3479,2015/10/12,0,8,37,5,2,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-12
3480,2015/10/13,0,0,27,30,5,8,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-13
3481,2015/10/13,0,17,29,6,1,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-13
3482,2015/10/13,54,0,23,18,4,6,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-13
3483,2015/10/13,0,18,19,16,4,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-13
3484,2015/10/13,0,36,45,8,1,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-13
3485,2015/10/13,0,27,79,4,4,7,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-13
3486,2015/10/13,63,45,4,51,7,9,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-13
3487,2015/10/13,37,38,15,45,8,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-13
3488,2015/10/14,0,0,59,34,6,8,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-14
3489,2015/10/14,0,66,62,4,2,6,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-14
3490,2015/10/14,0,26,25,16,3,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-14
3491,2015/10/14,59,42,39,52,8,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-14
3492,2015/10/14,84,55,10,74,9,12,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-14
3493,2015/10/14,0,44,41,14,1,5,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-14
3494,2015/10/14,83,0,23,21,4,6,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-14
3495,2015/10/14,0,20,33,7,1,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-14
3496,2015/10/15,0,35,29,29,3,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-15
3497,2015/10/15,65,53,30,53,9,7,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-15
3498,2015/10/15,0,19,34,5,0,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-15
3499,2015/10/15,0,0,44,26,5,9,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-15
3500,2015/10/15,0,52,30,40,1,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-15
3501,2015/10/15,76,0,26,22,4,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-15
3502,2015/10/15,109,68,33,65,9,12,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-15
3503,2015/10/15,0,53,49,19,2,7,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-15
3504,2015/10/15,0,61,62,3,2,4,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-15
3505,2015/10/16,66,0,34,20,0,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-16
3506,2015/10/16,0,52,56,4,3,5,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-16
3507,2015/10/16,0,46,24,29,2,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-16
3508,2015/10/16,0,48,44,27,5,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-16
3509,2015/10/16,87,42,35,43,8,7,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-16
3510,2015/10/16,129,56,31,44,0,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-16
3511,2015/10/16,137,53,31,56,5,10,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-16
3512,2015/10/16,0,90,50,13,1,7,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-16
3513,2015/10/16,0,14,37,5,0,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-16
3514,2015/10/17,106,61,52,48,6,10,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-17
3515,2015/10/17,73,0,54,22,6,6,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-17
3516,2015/10/17,67,54,55,39,9,7,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-17
3517,2015/10/17,0,46,33,25,3,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-17
3518,2015/10/17,0,14,69,6,3,7,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-17
3519,2015/10/17,0,74,58,12,1,8,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-17
3520,2015/10/17,0,54,68,2,2,4,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-17
3521,2015/10/17,0,45,58,23,5,8,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-17
3522,2015/10/17,0,53,35,40,0,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-17
3523,2015/10/18,0,38,53,7,2,6,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-18
3524,2015/10/18,0,59,38,45,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-18
3525,2015/10/18,0,48,58,4,3,5,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-18
3526,2015/10/18,0,74,57,10,1,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-18
3527,2015/10/18,130,75,41,50,8,10,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-18
3528,2015/10/18,0,54,29,32,6,10,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-18
3529,2015/10/18,0,46,33,22,4,0,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-18
3530,2015/10/18,86,68,34,41,10,8,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-18
3531,2015/10/18,108,0,43,30,6,8,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-18
3532,2015/10/19,0,53,35,8,2,5,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-19
3533,2015/10/19,0,61,48,5,4,5,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-19
3534,2015/10/19,111,70,45,45,9,8,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-19
3535,2015/10/19,0,69,53,29,6,9,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-19
3536,2015/10/19,0,82,48,11,2,8,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-19
3537,2015/10/19,154,0,41,27,6,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-19
3538,2015/10/19,155,74,34,51,7,9,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-19
3539,2015/10/19,0,54,24,32,3,0,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-19
3540,2015/10/19,117,0,47,39,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-19
3541,2015/10/2,31,34,38,15,8,2,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-02
3542,2015/10/2,40,37,46,7,5,9,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-02
3543,2015/10/2,0,53,48,1,2,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-02
3544,2015/10/2,0,20,41,4,1,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-02
3545,2015/10/2,0,35,26,13,4,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-02
3546,2015/10/2,0,18,35,9,4,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-02
3547,2015/10/2,0,30,31,6,1,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-02
3548,2015/10/2,52,40,33,17,6,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-02
3549,2015/10/20,153,0,40,46,3,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-20
3550,2015/10/20,154,0,44,24,6,8,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-20
3551,2015/10/20,0,56,56,4,4,6,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-20
3552,2015/10/20,0,110,32,17,1,7,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-20
3553,2015/10/20,0,57,44,8,2,7,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-20
3554,2015/10/20,146,81,38,47,7,10,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-20
3555,2015/10/20,0,65,25,30,4,0,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-20
3556,2015/10/20,0,91,45,27,7,10,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-20
3557,2015/10/20,116,77,52,35,9,8,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-20
3558,2015/10/21,164,0,39,41,3,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-21
3559,2015/10/21,0,62,33,6,0,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-21
3560,2015/10/21,151,73,29,45,5,10,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-21
3561,2015/10/21,0,97,39,10,1,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-21
3562,2015/10/21,139,63,32,27,8,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-21
3563,2015/10/21,159,0,29,12,3,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-21
3564,2015/10/21,0,73,28,26,2,0,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-21
3565,2015/10/21,0,100,24,22,5,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-21
3566,2015/10/21,0,69,53,3,2,6,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-21
3567,2015/10/22,82,0,21,22,4,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-22
3568,2015/10/22,142,54,30,31,7,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-22
3569,2015/10/22,0,71,44,2,2,4,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-22
3570,2015/10/22,175,0,42,34,1,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-22
3571,2015/10/22,0,77,41,9,1,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-22
3572,2015/10/22,119,43,21,36,9,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-22
3573,2015/10/22,0,82,29,24,5,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-22
3574,2015/10/22,0,22,33,10,2,6,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-22
3575,2015/10/22,0,69,31,20,2,0,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-22
3576,2015/10/23,0,33,62,2,1,5,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-23
3577,2015/10/23,104,0,30,22,3,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-23
3578,2015/10/23,0,77,31,11,1,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-23
3579,2015/10/23,0,70,21,21,2,0,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-23
3580,2015/10/23,0,60,30,24,5,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-23
3581,2015/10/23,83,28,30,28,8,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-23
3582,2015/10/23,103,37,28,24,5,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-23
3583,2015/10/23,0,39,33,11,0,5,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-23
3584,2015/10/23,134,0,24,38,0,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-23
3585,2015/10/24,0,30,32,5,0,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-24
3586,2015/10/24,159,0,32,24,2,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-24
3587,2015/10/24,0,55,33,8,0,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-24
3588,2015/10/24,65,25,32,24,8,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-24
3589,2015/10/24,79,31,26,32,3,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-24
3590,2015/10/24,0,54,48,5,2,4,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-24
3591,2015/10/24,0,59,20,19,1,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-24
3592,2015/10/24,0,39,34,17,4,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-24
3593,2015/10/24,98,0,25,16,3,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-24
3594,2015/10/25,60,25,18,31,8,4,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-25
3595,2015/10/25,0,43,17,29,5,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-25
3596,2015/10/25,66,32,18,35,5,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-25
3597,2015/10/25,0,41,44,3,2,4,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-25
3598,2015/10/25,0,27,18,20,2,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-25
3599,2015/10/25,84,0,31,19,4,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-25
3600,2015/10/25,62,0,11,23,3,6,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-25
3601,2015/10/25,0,33,23,8,0,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-25
3602,2015/10/25,0,19,28,7,0,1,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-25
3603,2015/10/26,36,0,28,18,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-26
3604,2015/10/26,0,27,14,17,2,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-26
3605,2015/10/26,65,0,28,11,4,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-26
3606,2015/10/26,53,31,27,15,7,4,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-26
3607,2015/10/26,0,17,31,6,0,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-26
3608,2015/10/26,0,43,37,1,0,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-26
3609,2015/10/26,0,33,25,8,1,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-26
3610,2015/10/26,64,33,25,18,4,4,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-26
3611,2015/10/26,0,47,30,19,5,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-26
3612,2015/10/27,52,24,28,22,8,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2015-10-27
3613,2015/10/27,0,33,15,16,2,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-27
3614,2015/10/27,0,40,28,21,6,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-27
3615,2015/10/27,57,30,21,26,5,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2015-10-27
3616,2015/10/27,0,26,31,4,2,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2015-10-27
3617,2015/10/27,44,0,22,32,2,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-27
3618,2015/10/27,0,39,30,8,1,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-27
3619,2015/10/27,71,0,31,13,4,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-27
3620,2015/10/27,0,51,39,1,2,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-27
3621,2015/10/28,0,46,38,3,3,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2015-10-28
3622,2015/10/28,0,26,16,15,0,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2015-10-28
3623,2015/10/28,0,37,29,6,1,2,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2015-10-28
3624,2015/10/28,58,0,25,17,4,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2015-10-28
3625,2015/10/28,44,0,20,38,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2015-10-28
3626,2015/10/28,0,44,24,21,6,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2015-10-28
